Statistical profiling result from isolate-0x130008000-14455-v8.log, (2337 ticks, 8 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  t _Builtins_Call_ReceiverIsNotNullOrUndefined
      1    0.0%    0.0%  t _Builtins_CallUndefinedReceiverHandler
      1    0.0%    0.0%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      1    0.0%    0.0%  t _Builtins_BitwiseOr_Baseline
      1    0.0%    0.0%  T _u_isupper_70
      1    0.0%    0.0%  T __platform_strcmp
      1    0.0%    0.0%  T ___pthread_init

 [Summary]:
   ticks  total  nonlib   name
   1243   53.2%   54.4%  JavaScript
   1033   44.2%   45.2%  C++
    299   12.8%   13.1%  GC
     53    2.3%          Shared libraries
      8    0.3%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    400   54.0%   17.1%  t std::__1::vector<node::BaseObjectPtrImpl<node::BaseObject, false>, std::__1::allocator<node::BaseObjectPtrImpl<node::BaseObject, false> > >::vector(unsigned long)
    134   18.1%    5.7%  t _Builtins_StrictEqual_WithFeedback
     30    4.0%    1.3%  t _Builtins_LoadIC
     19    2.6%    0.8%  T _voucher_mach_msg_adopt
     15    2.0%    0.6%  t _Builtins_StrictEqual_Baseline
     14    1.9%    0.6%  T _kdebug_trace
     10    1.3%    0.4%  t _Builtins_ArrayPrototypeJoin
      9    1.2%    0.4%  t _Builtins_CallFunction_ReceiverIsNullOrUndefined
      8    1.1%    0.3%  t _Builtins_StoreIC
      6    0.8%    0.3%  t _Builtins_LoadIC_Megamorphic
      5    0.7%    0.2%  t _Builtins_BaselineLeaveFrame
      4    0.5%    0.2%  t _Builtins_ToBooleanForBaselineJump
      4    0.5%    0.2%  t _Builtins_StringSubstring
      4    0.5%    0.2%  t _Builtins_MathRandom
      4    0.5%    0.2%  t _Builtins_ArrayPrototypePush
      3    0.4%    0.1%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> > std::__1::__pad_and_output<char, std::__1::char_traits<char> >(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> >, char const*, char const*, char const*, std::__1::ios_base&, char)
      3    0.4%    0.1%  t ___pfz_setup
      3    0.4%    0.1%  t _Builtins_LoadIC_NoFeedback
      3    0.4%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined_Baseline_Compact
      3    0.4%    0.1%  t _Builtins_BitwiseAnd_Baseline
      3    0.4%    0.1%  T node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.4%    0.1%  T __kernelrpc_mach_port_get_refs
      2    0.3%    0.1%  t _Builtins_StringPrototypeCharCodeAt
      2    0.3%    0.1%  t _Builtins_StringEqual
      2    0.3%    0.1%  t _Builtins_StringCodePointAt
      2    0.3%    0.1%  t _Builtins_RecordWriteEmitRememberedSetSaveFP
      2    0.3%    0.1%  t _Builtins_MapPrototypeHas
      2    0.3%    0.1%  t _Builtins_MapPrototypeGet
      2    0.3%    0.1%  t _Builtins_LoadICBaseline
      2    0.3%    0.1%  t _Builtins_InterpreterEntryTrampoline
      2    0.3%    0.1%  t _Builtins_FindOrderedHashMapEntry
      2    0.3%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined
      2    0.3%    0.1%  t _Builtins_CallFunction_ReceiverIsNotNullOrUndefined
      2    0.3%    0.1%  t _Builtins_BaselineOutOfLinePrologue
      2    0.3%    0.1%  t _Builtins_ArrayMap
      1    0.1%    0.0%  t std::__1::__tree<int, std::__1::less<int>, std::__1::allocator<int> >::__insert_node_at(std::__1::__tree_end_node<std::__1::__tree_node_base<void*>*>*, std::__1::__tree_node_base<void*>*&, std::__1::__tree_node_base<void*>*)
      1    0.1%    0.0%  t defaultContains(BinaryProperty const&, int, UProperty)
      1    0.1%    0.0%  t _v8_Default_embedded_blob_code_data_
      1    0.1%    0.0%  t __os_nospin_lock_lock_slow
      1    0.1%    0.0%  t __enlarge
      1    0.1%    0.0%  t _Builtins_StringPrototypeSlice
      1    0.1%    0.0%  t _Builtins_StringPrototypeIndexOf
      1    0.1%    0.0%  t _Builtins_StringIndexOf
      1    0.1%    0.0%  t _Builtins_RegExpPrototypeTest
      1    0.1%    0.0%  t _Builtins_MapPrototypeSet
